time,x,y,theta,Vx,Vy,Vlin,Vang,cur_cell,is_go_to_base,is_tangent_movement,is_vertical_movement,is_up,is_down,is_go_to_next_cell
33000000000,-21.34478,-25.860000000000014,0.0,-0.4252199999999995,-2.899999999999981,-0.4252199999999995,0.0,3,True,False,False,False,False,False
33000000000,-21.34478,-25.860000000000014,0.0,-0.4252199999999995,-2.899999999999981,-0.4252199999999995,0.0,3,True,False,False,False,False,False
33100000000,-21.392703,-25.960000000000015,0.0,-0.37729699999999866,-2.7999999999999794,-0.37729699999999866,0.0,3,True,False,False,False,False,False
33100000000,-21.392703,-25.960000000000015,0.0,-0.37729699999999866,-2.7999999999999794,-0.37729699999999866,0.0,3,True,False,False,False,False,False
33200000000,-21.435225000000003,-26.060000000000016,0.0,-0.33477499999999694,-2.699999999999978,-0.33477499999999694,0.0,3,True,False,False,False,False,False
33200000000,-21.435225000000003,-26.060000000000016,0.0,-0.33477499999999694,-2.699999999999978,-0.33477499999999694,0.0,3,True,False,False,False,False,False
33300000000,-21.472954700000003,-26.160000000000018,0.0,-0.29704529999999707,-2.5999999999999766,-0.29704529999999707,0.0,3,True,False,False,False,False,False
33300000000,-21.472954700000003,-26.160000000000018,0.0,-0.29704529999999707,-2.5999999999999766,-0.29704529999999707,0.0,3,True,False,False,False,False,False
33400000000,-21.506432200000003,-26.26000000000002,0.0,-0.263567799999997,-2.499999999999975,-0.263567799999997,0.0,3,True,False,False,False,False,False
33400000000,-21.506432200000003,-26.26000000000002,0.0,-0.263567799999997,-2.499999999999975,-0.263567799999997,0.0,3,True,False,False,False,False,False
33500000000,-21.536136730000003,-26.36000000000002,0.0,-0.23386326999999696,-2.3999999999999737,-0.23386326999999696,0.0,3,True,False,False,False,False,False
33500000000,-21.536136730000003,-26.36000000000002,0.0,-0.23386326999999696,-2.3999999999999737,-0.23386326999999696,0.0,3,True,False,False,False,False,False
33600000000,-21.562493510000003,-26.460000000000022,0.0,-0.20750648999999655,-2.2999999999999723,-0.20750648999999655,0.0,3,True,False,False,False,False,False
